url,name,operator,address,city,state,country,postal_code,latitude,longitude,power_capacity_mw,building_size_sqft,whitespace_sqft,tier_rating,year_operational,certifications,description
https://www.datacentermap.com/usa/texas/dallas/databank/,DataBank DFW1 - Downtown Dallas,DFW1 datasheet.pdf,400 S Akard St,Dallas,Texas,United States,75202.0,32.7782583,-96.7987576,,160000.0,,TIER 3,2005.0,[],"Explore DataBank DFW1 - Downtown Dallas - data center by DataBank in Dallas, USA (400 S Akard St). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/evoque-dal2/,Centersquare - Dallas DFW3-A,Follow on LinkedIn,11830 Webb Chapel Rd.,Dallas,Texas,United States,75234.0,32.91144627,-96.87124428,10.0,140658.0,95245.0,,,[],"In April 2024, Evoque and Cyxtera merged and rebranded as Centersquare"
https://www.datacentermap.com/usa/texas/dallas/tierpoint-dallas-allen/,Tierpoint Dallas-Allen,DA2 Spec Sheet,820 Allen Commerce Parkway,Allen,Texas,United States,75013.0,33.1379111,-96.6573764,,30000.0,16000.0,III,,[],"Explore Tierpoint Dallas-Allen - data center by TierPoint in Dallas, USA (820 Allen Commerce Parkway, Allen). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/alpha-data-center/,Alpha Data Center,Follow on LinkedIn,4407 Alpha Road,Dallas,Texas,United States,75244.0,32.9334999,-96.8346108,2.0,,6500.0,TIER 3,2005.0,[],"Explore Alpha Data Center - data center by M&A Technology Inc. in Dallas, USA (4407 Alpha Road). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/equinix-da2/,Equinix DA2,Equinix DA2 Specsheet,1950 North Stemmons Freeway,Dallas,Texas,United States,75207.0,32.800748,-96.819412,,,24541.0,,,[],"Explore Equinix DA2 - data center by Equinix in Dallas, USA (1950 North Stemmons Freeway). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/equinix-da11/,Equinix DA11,Equinix DA11 Specsheet,1990 North Stemmons Freeway,Dallas,Texas,United States,75207.0,32.80131573,-96.82107483,,,144000.0,,,[],"Explore Equinix DA11 - data center by Equinix in Dallas, USA (1990 North Stemmons Freeway). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/prime-dallas-dc1/,Prime Dallas - Data Center 1,Follow on LinkedIn,1515 Round Table,Dallas,Texas,United States,75247.0,32.8379029,-96.8784099,7.5,106866.0,38000.0,TIER 3,2014.0,[],"Explore Prime Dallas - Data Center 1 - data center by Prime Data Centers in Dallas, USA (1515 Round Table). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/colo4dallas/,TierPoint Dallas,TierPoint,3004 Irving Blvd,Dallas,Texas,United States,75247.0,32.808607,-96.857145,,68000.0,51000.0,,,[],"Explore TierPoint Dallas - data center by TierPoint in Dallas, USA (3004 Irving Blvd). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/databank-north-dallas/,DataBank DFW2 - North Dallas,DataBank,904 Quality Way,Dallas,Texas,United States,75801.0,32.9662417,-96.7111853,20.0,65000.0,,TIER 3,2013.0,[],"Explore DataBank DFW2 - North Dallas - data center by DataBank in Dallas, USA (904 Quality Way). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/tierpoint-dallas-fort-worth/,TierPoint Dallas - Fort Worth,TierPoint,13701 Independence,Fort Worth,Texas,United States,76177.0,32.9796568,-97.2523056,5.0,208000.0,45000.0,,,[],"Explore TierPoint Dallas - Fort Worth - data center by TierPoint in Dallas, USA (13701 Independence, Fort Worth)."
https://www.datacentermap.com/usa/texas/dallas/prime-dallas-dc2/,Prime Dallas - Data Center 2,Prime Data Centers,1517 Round Table,Dallas,Texas,United States,75247.0,32.8379375,-96.8783504,12.0,96477.0,34400.0,TIER 3,,[],"Explore Prime Dallas - Data Center 2 - data center by Prime Data Centers in Dallas, USA (1517 Round Table). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/evoque-dal1/,Centersquare - Dallas DFW2-A,Centersquare,900 Guardians Way,Dallas,Texas,United States,75013.0,33.094894,-96.68326,12.0,115633.0,74212.0,,,[],"In April 2024, Evoque and Cyxtera merged and rebranded as Centersquare"
https://www.datacentermap.com/usa/texas/dallas/4025-midway-road/,VAZATA Dallas I,VAZATA,4025 Midway Road,Carrollton,Texas,United States,75007.0,33.0216679,-96.844884,3.3,32000.0,25000.0,TIER 3,2008.0,[],"Explore VAZATA Dallas I - data center by VAZATA in Dallas, USA (4025 Midway Road, Carrollton). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/internap-dallas/,Evocative DAL6,Evocative Data Centers,1221 Coit Road,Plano,Texas,United States,75075.0,33.015681,-96.768421,12.0,111000.0,52000.0,,2011.0,[],Internap rebranded to INAP in 2017
https://www.datacentermap.com/usa/texas/dallas/switch-data-dallas3/,Equinix DA3,Equinix,1950 North Stemmons Freeway,Dallas,Texas,United States,75207.0,32.800748,-96.819412,,,25865.0,,,[],Switch & Data was acquired by Equinix in 2010.
https://www.datacentermap.com/usa/texas/dallas/cogent-dallas1/,Cogent Data Center - Dallas,"Cogent Communications, Inc.",400 S. Akard St,Dallas,Texas,United States,75202.0,32.77825,-96.798971,,,8000.0,,,[],"Explore Cogent Data Center - Dallas - data center by Cogent Communications, Inc. in Dallas, USA (400 S. Akard St)."
https://www.datacentermap.com/usa/texas/dallas/vericenter-richardson/,365 Data Centers - Richardson,365 Data Centers,1001 East Campbell Road,Richardson,Texas,United States,75081.0,32.975391,-96.707766,6.2,,75100.0,,,[],365 Data Centers acquired all U.S. colocation data centers from Sungard in 2022
https://www.datacentermap.com/usa/texas/dallas/zcolo-1950-stemmons/,DataBank DFW5 - Dallas Infomart,DataBank,1950 Stemmons Fwy,Dallas,Texas,United States,75207.0,32.8008903,-96.819549,,10085.0,,,,[],Zayos data center assets (zColo) were acquired by DataBank in 2020
https://www.datacentermap.com/usa/texas/dallas/ntt-dallas-tx2/,GDC - Dallas TX2 Data Center,"NTT DATA, Inc.",2108 Lookout Drive,Garland,Texas,United States,75044.0,32.9809133,-96.6579647,,229500.0,,,2024.0,[],"Explore GDC - Dallas TX2 Data Center - data center by NTT DATA, Inc. in Dallas, USA (2108 Lookout Drive, Garland)."
https://www.datacentermap.com/usa/texas/dallas/ntt-dallas-tx4/,GDC - Dallas TX4 Data Center,"NTT DATA, Inc.",2011 Lookout Drive,Garland,Texas,United States,75044.0,32.9792949,-96.65827,124.0,127000.0,,,2026.0,[],"Explore GDC - Dallas TX4 Data Center - data center by NTT DATA, Inc. in Dallas, USA (2011 Lookout Drive, Garland)."
https://www.datacentermap.com/usa/texas/dallas/scalematrix-dallas-us-south-01/,ScaleMatrix Dallas,ScaleMatrix,820 Allen Commerce Pkwy,Allen,Texas,United States,75013.0,33.138618,-96.657387,12.0,16000.0,,TIER 3,2017.0,[],"Explore ScaleMatrix Dallas - data center by ScaleMatrix in Dallas, USA (820 Allen Commerce Pkwy, Allen). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/vazata-mckinney/,VAZATA McKinney,VAZATA,1720 Bray Central Dr,McKinney,Texas,United States,75069.0,33.22347186,-96.62861982,1.0,5000.0,5000.0,TIER 2,2016.0,[],"Explore VAZATA McKinney - data center by VAZATA in Dallas, USA (1720 Bray Central Dr, McKinney). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/aligned-dfw-01/,Aligned DFW-01,Aligned Data Centers,2800 Summit Avenue,Plano,Texas,United States,75074.0,33.00925387,-96.67645229,60.0,375000.0,280000.0,TIER 3,,[],"Explore Aligned DFW-01 - data center by Aligned Data Centers in Dallas, USA (2800 Summit Avenue, Plano). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/2020-livve-oak/,Provision Data Services,Provision Data Services,2020 Live Oak,Dallas,Texas,United States,75201.0,32.784034,-96.794691,,125000.0,,TIER 3,,[],"Explore Provision Data Services - data center by Provision Data Services in Dallas, USA (2020 Live Oak). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/serverphase-com/,Serverphase Data Center,M&A Technology Inc.,2045 Chenault Drive,Carrollton,Texas,United States,75006.0,32.964129,-96.8456337,,,,TIER 3,2008.0,[],"Explore Serverphase Data Center - data center by M&A Technology Inc. in Dallas, USA (2045 Chenault Drive, Carrollton)."
https://www.datacentermap.com/usa/texas/dallas/nd-itg/,DataBank DFW7 - Dallas LBJ,DataBank,6606 Lyndon B Johnson Fwy,Dallas,Texas,United States,75240.0,32.9227996,-96.791397,,,,,,[],Clearview was acquired by Zayo and became a part of zColo in 2016
https://www.datacentermap.com/usa/texas/dallas/zcolo-harry-hines/,DataBank DFW6 - Dallas Love Field,DataBank,8600 Harry Hines Blvd,Dallas,Texas,United States,75235.0,32.8381869,-96.865387,,,,,,[],Zayos data center assets (zColo) were acquired by DataBank in 2020
https://www.datacentermap.com/usa/texas/dallas/databank-dfw3-plano/,DataBank DFW3 - Plano,DataBank,8375 Dominion Pkwy,Plano,Texas,United States,75024.0,33.0877012,-96.815196,,,,III,,[],"Explore DataBank DFW3 - Plano - data center by DataBank in Dallas, USA (8375 Dominion Pkwy, Plano). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/rackspace-dallas-2/,Rackspace Dallas 2,Rackspace Hosting,1215 Integrity Drive,Richardson,Texas,United States,75081.0,32.9648228,-96.715786,14.0,,56179.0,TIER 3,,[],"Explore Rackspace Dallas 2 - data center by Rackspace Hosting in Dallas, USA (1215 Integrity Drive, Richardson). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/equinix-da7/,Equinix DA7,Equinix,6653 Pinecrest Dr,Plano,Texas,United States,75024.0,33.06485,-96.81098,,,37910.0,,,[],"Explore Equinix DA7 - data center by Equinix in Dallas, USA (6653 Pinecrest Dr, Plano). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/dfw-garland/,Stream DC DFW VII - Garland	,Stream Data Centers,1813 Lookout Drive,Garland,Texas,United States,75044.0,33.0831241,-96.8089721,43.0,275000.0,,,,[],"Explore Stream DC DFW VII - Garland	 - data center by Stream Data Centers in Dallas, USA (1813 Lookout Drive, Garland)."
https://www.datacentermap.com/usa/texas/dallas/resilience-dfw/,Resilience DFW,Overwatch Capital,6815 Communications Pkwy,Plano,Texas,United States,75024.0,33.0690046,-96.8335535,30.0,,,,,[],Skybox sold the datacenter to an undiscloed end user in 2018.
https://www.datacentermap.com/usa/texas/dallas/infomart/,Infomart Dallas,Equinix,1950 N. Stemmons Freeway,Dallas,Texas,United States,75207.0,32.80088132,-96.81948172,,1600000.0,,,1985.0,[],"Explore Infomart Dallas - data center by Equinix in Dallas, USA (1950 N. Stemmons Freeway). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/da1-evocative-data-center/,Evocative DAL1,Evocative Data Centers,2800 Summit Ave,Plano,Texas,United States,75074.0,33.0092949,-96.6764342,30.0,300000.0,,,,[],"Explore Evocative DAL1 - data center by Evocative Data Centers in Dallas, USA (2800 Summit Ave, Plano). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/edged-dallas/,Edged Dallas-Fort Worth DFW01,Edged Energy,505 N Wildwood Dr,Irving,Texas,United States,75061.0,32.81766126,-96.91798623,,162545.0,,TIER 3,,[],"Explore Edged Dallas-Fort Worth DFW01 - data center by Edged Energy in Dallas, USA (505 N Wildwood Dr, Irving). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/databank-dfw4/,DataBank DFW4 - Dallas Empire,DataBank,1100 Empire Central Place,Dallas,Texas,United States,75247.0,32.82179,-96.87368,4.0,,35900.0,,,[],"Explore DataBank DFW4 - Dallas Empire - data center by DataBank in Dallas, USA (1100 Empire Central Place). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/24hour-plano/,24 Hour Data Plano,24 Hour Data,811 E Plano Pkwy,Plano,Texas,United States,75074.0,33.0079997,-96.7020342,,,,,2009.0,[],"Explore 24 Hour Data Plano - data center by 24 Hour Data in Dallas, USA (811 E Plano Pkwy, Plano). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/colocrossing-dfw1/,ColoCrossing DFW1,ColoCrossing,3004 Irving Blvd,Dallas,Texas,United States,75247.0,32.8079815,-96.8573625,11.1,68000.0,64000.0,,2000.0,[],"Explore ColoCrossing DFW1 - data center by ColoCrossing in Dallas, USA (3004 Irving Blvd). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/switch-data-dallas1/,Equinix DA4,Equinix,2323 Bryan St,Dallas,Texas,United States,75201.0,32.7872315,-96.794157,,,12529.0,,,[],"Explore Equinix DA4 - data center by Equinix in Dallas, USA (2323 Bryan St). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/ntt-dallas-tx3/,GDC - Dallas TX3 Data Center,"NTT DATA, Inc.",2080 Lookout Drive,Garland,Texas,United States,75044.0,32.9810729,-96.6593753,36.0,126720.0,,,2024.0,[],"Explore GDC - Dallas TX3 Data Center - data center by NTT DATA, Inc. in Dallas, USA (2080 Lookout Drive, Garland)."
https://www.datacentermap.com/usa/texas/dallas/gipnetworks-plano/,GIPNetworks Plano,Plano Data Center | Global IP Networks,1009 Jupiter Rd,Plano,Texas,United States,75074.0,33.0122573,-96.68313,,,,,,[],"Explore GIPNetworks Plano - data center by Plano Data Center | Global IP Networks in Dallas, USA (1009 Jupiter Rd, Plano)."
https://www.datacentermap.com/usa/texas/dallas/hdcs-dallas-ii/,VAZATA Dallas II,VAZATA,2440 Marsh Lane,Carrollton,Texas,United States,75007.0,32.980144,-96.8534425,0.562,,12500.0,TIER 3,,[],"Explore VAZATA Dallas II - data center by VAZATA in Dallas, USA (2440 Marsh Lane, Carrollton). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/stack-infrastructure-dfw02-campus/,STACK Infrastructure DFW02 Campus,STACK INFRASTRUCTURE,E Belt Line Road,Lancaster,Texas,United States,75146.0,32.582147,-96.733688,216.0,1542600.0,,,,[],"Explore STACK Infrastructure DFW02 Campus - data center by STACK INFRASTRUCTURE in Dallas, USA (E Belt Line Road, Lancaster)."
https://www.datacentermap.com/usa/texas/dallas/equinix-da9/,Equinix DA9,Equinix,2222 East Grauwyler Road,Irving,Texas,United States,75061.0,32.83018081,-96.91276389,,,36554.0,,,[],"Explore Equinix DA9 - data center by Equinix in Dallas, USA (2222 East Grauwyler Road, Irving). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/stack-infrastructure-dfw01a/,STACK Infrastructure DFW01A,STACK INFRASTRUCTURE,6653 Pinecrest Dr,Plano,Texas,United States,75024.0,33.064897,-96.8113048,,,,,,[],"Explore STACK Infrastructure DFW01A - data center by STACK INFRASTRUCTURE in Dallas, USA (6653 Pinecrest Dr, Plano)."
https://www.datacentermap.com/usa/texas/dallas/stack-infrastructure-dfw01b/,STACK Infrastructure DFW01B,STACK INFRASTRUCTURE,6715 Pinecrest Dr,Plano,Texas,United States,75024.0,33.0666714,-96.8113678,,,,,,[],"Explore STACK Infrastructure DFW01B - data center by STACK INFRASTRUCTURE in Dallas, USA (6715 Pinecrest Dr, Plano)."
https://www.datacentermap.com/usa/texas/dallas/coreweave-plano/,CoreWeave Plano,CoreWeave,1000 Coit Rd,Plano,Texas,United States,75075.0,33.0137124,-96.7656859,30.0,454421.0,106000.0,,2023.0,[],"Explore CoreWeave Plano - data center by CoreWeave in Dallas, USA (1000 Coit Rd, Plano). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/digico-dallas-dal1/,DigiCo Dallas DAL1,DigiCo Infrastructure REIT,1402 E Lookout Dr,Richardson,Texas,United States,75082.0,32.9841609,-96.6982857,4.5,,,,2015.0,[],"DigiCo acquired two enterprise data centers in the US, 100 percent leased to insurance company State Farm, for $248 million."
https://www.datacentermap.com/usa/texas/dallas/cogent-data-center-irving/,Cogent Data Center - Irving,"Cogent Communications, Inc.",2511 E Grauwyler Rd,Irving,Texas,United States,75061.0,32.8314235,-96.9069108,,,19212.0,,,[],"Explore Cogent Data Center - Irving - data center by Cogent Communications, Inc. in Dallas, USA (2511 E Grauwyler Rd, Irving)."
https://www.datacentermap.com/usa/texas/dallas/servermania-dallas-data-center/,ServerMania Dallas Data Center,ServerMania Inc,3000 Irving Blvd,Dallas,Texas,United States,75247.0,32.8081104,-96.8570424,11.1,68000.0,64000.0,,2000.0,[],"Explore ServerMania Dallas Data Center - data center by ServerMania Inc in Dallas, USA (3000 Irving Blvd). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/qts-irving-campus/,QTS Irving Campus,QTS Data Centers,6431 Longhorn Drive,Irving,Texas,United States,75063.0,32.8970897,-96.9829933,175.0,,,,,[],"Explore QTS Irving Campus - data center by QTS Data Centers in Dallas, USA (6431 Longhorn Drive, Irving). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/neutron-data-center/,Neutron Data Center,M&A Technology Inc.,13616 Neutron Road,Dallas,Texas,United States,75244.0,32.9338507,-96.8345112,,,,,,[],"Explore Neutron Data Center - data center by M&A Technology Inc. in Dallas, USA (13616 Neutron Road). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/cogent-data-center-fort-worth/,Cogent Data Center - Fort Worth,"Cogent Communications, Inc.",1400 E Presidio St,Fort Worth,Texas,United States,76102.0,32.7444147,-97.3143033,,,110078.0,,,[],"Explore Cogent Data Center - Fort Worth - data center by Cogent Communications, Inc. in Dallas, USA (1400 E Presidio St, Fort Worth)."
https://www.datacentermap.com/usa/texas/dallas/epic-servers/,Epic.io Dallas Data Center,Epic.io,1526 Viceroy Dr,Dallas,Texas,United States,75235.0,32.8339448,-96.8699043,,,,I,,[],"Explore Epic.io Dallas Data Center - data center by Epic.io in Dallas, USA (1526 Viceroy Dr). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/5cdc-dallas-fort-worth-dfw01/,5CDC Dallas-Fort Worth - DFW01,5C Group Inc.,1201 John Burgess Dr,Fort Worth,Texas,United States,76140.0,32.6361796,-97.3086258,48.0,,,,,[],"Explore 5CDC Dallas-Fort Worth - DFW01 - data center by 5C Group Inc. in Dallas, USA (1201 John Burgess Dr, Fort Worth)."
https://www.datacentermap.com/usa/texas/dallas/enterhost/,Enterhost Data Center,Consuro Managed Technology,801 Cherry Street,Fort Worth,Texas,United States,76102.0,32.7506332,-97.3345469,,,20000.0,TIER 1,,[],"Explore Enterhost Data Center - data center by Consuro Managed Technology in Dallas, USA (801 Cherry Street, Fort Worth)."
https://www.datacentermap.com/usa/texas/dallas/stack-infrastructure-dfw02e/,STACK Infrastructure DFW02E,STACK INFRASTRUCTURE,E Belt Line Road,Lancaster,Texas,United States,75146.0,32.582147,-96.733688,36.0,,,,,[],"Explore STACK Infrastructure DFW02E - data center by STACK INFRASTRUCTURE in Dallas, USA (E Belt Line Road, Lancaster)."
https://www.datacentermap.com/usa/texas/dallas/stack-infrastructure-dfw02b/,STACK Infrastructure DFW02B,STACK INFRASTRUCTURE,E Belt Line Road,Lancaster,Texas,United States,75146.0,32.582147,-96.733688,36.0,,,,,[],"Explore STACK Infrastructure DFW02B - data center by STACK INFRASTRUCTURE in Dallas, USA (E Belt Line Road, Lancaster)."
https://www.datacentermap.com/usa/texas/dallas/stack-infrastructure-dfw02c/,STACK Infrastructure DFW02C,STACK INFRASTRUCTURE,E Belt Line Road,Lancaster,Texas,United States,75146.0,32.582147,-96.733688,36.0,,,,,[],"Explore STACK Infrastructure DFW02C - data center by STACK INFRASTRUCTURE in Dallas, USA (E Belt Line Road, Lancaster)."
https://www.datacentermap.com/usa/texas/dallas/stack-infrastructure-dfw02d/,STACK Infrastructure DFW02D,STACK INFRASTRUCTURE,E Belt Line Road,Lancaster,Texas,United States,75146.0,32.582147,-96.733688,36.0,,,,,[],"Explore STACK Infrastructure DFW02D - data center by STACK INFRASTRUCTURE in Dallas, USA (E Belt Line Road, Lancaster)."
https://www.datacentermap.com/usa/texas/dallas/stack-infrastructure-dfw02a/,STACK Infrastructure DFW02A,STACK INFRASTRUCTURE,E Belt Line Road,Lancaster,Texas,United States,75146.0,32.582147,-96.733688,36.0,,,,,[],"Explore STACK Infrastructure DFW02A - data center by STACK INFRASTRUCTURE in Dallas, USA (E Belt Line Road, Lancaster)."
https://www.datacentermap.com/usa/texas/dallas/stack-infrastructure-dfw02f/,STACK Infrastructure DFW02F,STACK INFRASTRUCTURE,E Belt Line Road,Lancaster,Texas,United States,75146.0,32.58494888,-96.73123539,36.0,,,,,[],"Explore STACK Infrastructure DFW02F - data center by STACK INFRASTRUCTURE in Dallas, USA (E Belt Line Road, Lancaster)."
https://www.datacentermap.com/usa/texas/dallas/databank-dfw10-red-oak/,DataBank DFW10 - Red Oak,DataBank,Batchler Rd & Stainback Rd,Red Oak,Texas,United States,75154.0,32.53822982,-96.73334155,400.0,425170.0,,,,[],"Explore DataBank DFW10 - Red Oak - data center by DataBank in Dallas, USA (Batchler Rd & Stainback Rd, Red Oak). See Specs, Ecosystem and Nearby Data Centers."
